F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
38.66,2.08,3.06,0.72,-4.08,-815.46,165.92,UK,4,201.39,-446.4,10,-1972.24,-21.66,Low,9898.83,0
1.83,1.74,12.32,4.38,-3.66,-660,85.32,Europe,3,556.86,-323.76,12,-1982.32,-24.04,Very high,18855.39,465.01
11.53,0.38,13.02,3.56,-0.16,-799.32,134.06,Rest,2,911.25,-88.74,10,-3105.8,-19.79,Low,44698.44,2.74
0.05,-3.34,6.6,2.8,-14.12,-712.29,112.7,Europe,5,1174.77,-311.55,8,-1754.96,-21.53,Very high,25520.55,558.15
3.04,0.79,12.02,0.98,-7.02,-1035.39,103.04,Rest,2,44.16,-312.39,4,-2264.8,-22.1,Very high,34584.12,2176.51
0.07,-1.11,1.24,5.7,-16.26,-693.27,89.32,Rest,4,1675.38,-434.43,6,-2970.18,-18.68,Medium,19401,0
0.28,3.16,11.26,3.88,-9.84,-739.92,240.9,Rest,5,-392.61,-453.03,12,-1975.42,-19.4,Very high,2816.46,3777.17
0.56,2.34,7.5,4.98,-3.28,-1060.26,67.48,Rest,4,3117.72,-201.33,10,-3196.7,-17.41,Very high,31879.71,0
3.39,-2.81,7.56,2.89,-15.74,-829.14,249.24,UK,5,2394.57,-236.94,6,-2001.28,-19.78,High,37090.65,2547.65
28.91,1.61,5.26,2.63,-5.9,-793.83,-4.26,Europe,3,1170.69,-246.66,6,-905.32,-13.57,Medium,20260.44,23.73
1083.74,2.94,8.74,1.43,-9.78,-828.45,142.64,Rest,4,2367.33,-357.9,10,-1829.42,-26.52,High,19180.68,396.9
0.89,0.03,2.66,7.6,-16.62,-558.57,96.26,UK,2,-461.64,-332.94,10,-2505.78,-16.05,Medium,18990.06,176.14
0.25,-6.23,9.94,1.88,-11.12,-916.8,160.88,Europe,5,272.46,-248.7,12,-1888.44,-19.66,High,34130.46,707.73
0.01,5.76,0.58,8.04,-10.4,-820.29,138,Rest,1,1925.85,-226.98,8,-2816.16,-19.66,Medium,12443.58,0
37.21,1.83,1.16,2.51,-2.3,-843.69,150.72,UK,3,957.93,-484.59,6,-2230.5,-19.84,Very low,8709.75,0
464.65,0.85,1.32,8.15,-10.8,-777.6,105.24,UK,3,2313.63,-382.62,10,-2185.78,-27,Very low,20651.07,0
1.42,-0.46,8.22,1.84,-6.96,-806.19,177.06,USA,2,1103.16,-322.17,10,-2425.42,-17.4,Very high,18572.82,678.37
1.41,-2.31,1.8,7.78,-8.54,-816.51,28.56,Europe,4,1417.23,-311.19,6,-1368.16,-27.96,Medium,21018.66,220.26
3.17,-3.7,6.58,2.72,-16.76,-830.85,92.9,USA,3,1596.9,-409.38,10,-1970.5,-20.02,Low,-10827.18,0
0.71,-1.76,9.28,1.59,-9.52,-620.28,78.86,Rest,5,2373.3,-350.43,4,-2292.94,-20.96,Medium,24469.38,86.56
0.06,1.18,1.06,1.97,-7.52,-815.55,183.74,UK,5,900.27,-469.53,12,-2097.72,-19.93,Very high,22059.03,971.15
2.26,-3.41,6.82,1.18,-13.9,-666.54,14.94,UK,4,2171.43,-310.98,6,-2028.96,-21.98,Medium,21639.33,0
1.08,-2.13,1.84,5.98,-20.84,-770.1,48.8,UK,5,1721.7,-337.5,10,-2431.08,-26,Medium,22574.13,0
0.76,0.26,12.8,0.88,-8.42,-916.08,171.98,Europe,1,2603.55,-324.09,14,-2903.82,-19.9,Medium,40344,0
5.48,-3.67,14.36,5.8,-14.96,-757.86,154.04,UK,3,1152.99,-322.41,4,-2329.48,-20.53,Low,43062.09,2343.38
0,2.37,1.84,1.34,-1.68,-857.55,156.9,USA,5,737.1,-366.33,10,-2395.6,-18.89,Low,22647.93,45.65
41.78,0.44,7.06,1.63,-7.22,-703.02,135.18,Rest,1,1340.58,-381.66,16,-2633.14,-21.65,Medium,29475.36,0
0.16,-2.04,3.28,2.36,-14.54,-1006.98,168.72,USA,3,1095.12,-342,12,-1711.92,-20.49,High,27370.08,559.58
0.17,-3.88,11.54,0.6,-6.96,-815.82,156.22,UK,1,3641.61,-414.42,6,-1487.2,-22.08,Low,18387.54,0
67.16,2.04,10.1,2.9,-4.34,-870.75,47,UK,2,2370.87,-364.65,0,-1664.86,-22.22,Very low,21094.32,0
0.02,0.72,5.04,4.69,-7.84,-1129.02,-25.34,USA,5,1283.85,-364.68,8,-2669.48,-23.75,Very high,37319.79,0
5.85,-3.82,9.08,7.72,1.06,-1015.35,90.38,Europe,5,2147.76,-332.22,8,-2308.3,-19.36,High,22898.4,435.31
0.04,-0.31,2.76,0.43,-6.36,-831.03,19.32,Rest,3,2478.93,-434.46,12,-1481.66,-25.33,High,46780.47,0
0.27,-0.12,3.44,8.24,-4.3,-751.68,103.26,USA,4,-1108.05,-422.61,16,-1834.6,-20.51,Low,15243.45,869.92
3.65,2.71,4.16,10.75,-10.04,-813,83.28,Rest,6,790.17,-269.7,2,-2536.88,-23.47,Medium,26068.05,3240.08
20.21,-1.89,2.32,4.12,-12.24,-801.6,84.9,USA,1,2449.83,-357.39,8,-3737.56,-25.83,Low,26414.28,0
0.96,2.59,8.38,1.82,-6.06,-739.83,204.68,USA,2,1961.04,-354.96,6,-1605.26,-15.99,Low,25623.78,908.92
23.47,-0.1,10.06,4.11,-5.08,-799.47,38.46,UK,3,1386,-292.29,8,-1588.3,-18.92,Very low,20564.34,0
2.26,-5.26,3.68,3.66,2.2,-820.8,207.98,Rest,3,1307.52,-151.23,8,-1599.8,-26.74,Very high,36953.01,3176.68
0.03,-5.89,14.08,0.77,-20.08,-783.09,68.5,USA,3,1771.2,-402.9,4,-3093.5,-13.38,Low,25697.43,0
186.73,0.4,14.38,3.24,-3.96,-686.94,62.8,Rest,4,-266.61,-335.34,4,-1728.3,-14.62,Low,36929.16,2864.08
0.22,-4.87,9.64,0.5,-3.9,-753.36,96.3,Rest,3,2844.54,-368.64,8,-2361.12,-17.79,Very low,21347.52,0
0.03,1.49,10.5,4.99,-7,-860.55,78.82,UK,3,256.98,-432.15,8,-2589.26,-17.89,Medium,11475.99,506.55
1.38,2.43,3.88,9.91,-6.08,-744.27,55.08,Europe,4,1330.05,-383.19,8,-1981.06,-20.99,Very high,44661.6,491.12
33.7,0.45,7.22,5.61,-15.26,-834.36,215.74,Rest,2,2135.1,-362.4,2,-2102.1,-18.76,High,43927.5,3370.82
12.91,5.91,5.86,5.25,-6.82,-616.5,168.08,Europe,6,-153.66,-473.16,6,-1912.52,-21.56,High,50457.75,1372.08
5.28,2.65,3.96,2.97,-12.4,-887.49,117.44,Europe,5,908.7,-389.25,2,-3170.36,-22.38,Medium,15199.11,133.26
0.02,5.01,12.8,5.55,-1.66,-770.1,200.7,UK,2,-19.2,-186.09,4,-2596.22,-19.69,High,16995.51,2816.9
0.02,1.23,0.08,2.01,-9.82,-709.41,189.84,Rest,3,-382.26,-305.49,12,-1537.04,-20.21,High,27404.43,1929.85
0.22,0.61,2.94,3.69,-0.9,-961.23,172.02,UK,6,1601.97,-307.77,6,-2658.56,-18.16,Very low,17995.32,51.57
7,1.85,4.08,0.99,-11.66,-819.3,-6.76,Rest,3,2150.46,-421.92,4,-2425.76,-23.2,High,26732.79,0
4.31,-0.19,8.7,4.32,-1.8,-891,116.22,UK,2,1887.15,-207.84,12,-2706.24,-22,High,-2751.81,0
2.06,1.74,3.92,1.83,-3.76,-1180.5,52.58,Europe,2,1658.49,-401.73,12,-1283.96,-19.61,Very low,20402.76,0
0.03,0.69,5.36,6.64,-10.6,-832.14,127.94,Europe,3,1170.96,-338.82,4,-2453.1,-18.86,Medium,26281.32,429.02
0.03,0.8,2.26,1.24,0.48,-882.78,105.42,USA,4,745.02,-459.84,10,-2375.7,-25.72,Low,26805.96,0
70.05,-1.6,7.66,3.5,-11.08,-811.77,66.18,Rest,4,503.55,-381.57,10,-2536.34,-13.47,High,23247.57,87.17
0.04,5.31,6.04,2.51,-13.7,-818.22,146.04,UK,2,1131.09,-369.84,10,-2016.54,-19.13,Very low,6015.96,0
0.8,1.39,15.72,4.82,-5.78,-787.11,70.36,Rest,3,1186.62,-473.19,6,-1867.24,-23.75,High,32185.5,2713.38
0,-2.34,13.22,5.03,-10.6,-906,64.46,UK,2,1480.2,-243.27,6,-2966.8,-20.47,Medium,14484.06,0
0.74,6.9,4.64,15.55,-8.7,-667.23,119.96,Europe,3,2068.38,-356.28,18,-1542,-21.3,Very low,16257.3,345.92
8.78,-2.96,5.68,5.49,-13.06,-843.03,191.8,UK,2,2508.54,-257.55,4,-1634.54,-17.45,High,19683.99,2135.45
0.22,1.59,10.38,0.57,-1.88,-809.07,170.38,UK,5,2828.31,-280.74,10,-2100.84,-18.99,Very low,43504.2,0
0.25,-0.22,2.58,6.38,-2.7,-804.3,157.36,UK,4,320.07,-196.53,6,-2166.52,-19.7,Low,2807.31,1742.65
0.27,-0.22,2.64,4.2,-9.1,-736.89,59.02,USA,3,2314.71,-425.85,6,-3175.06,-25.57,Medium,24627.18,0
2.4,4.05,9.2,0.4,-17.1,-766.35,58.22,Europe,7,724.23,-359.85,14,-2418.18,-19.3,Very low,25151.61,0
0.04,0.49,4.96,2.54,-5.28,-878.55,150.44,USA,3,1398.15,-182.31,6,-1350.8,-16.77,High,34028.79,1143.66
1336.49,3.03,13.48,0.33,-18.22,-621.27,67.1,USA,4,1629.78,-218.76,10,-2081.42,-16.75,Low,14305.62,0
0.25,-2.58,8.32,1.64,-0.28,-1131.15,-21.62,UK,3,1304.34,-387.18,6,-2708.52,-22.44,Low,16179.57,0
1.98,1.42,13.62,1.21,-3.04,-811.41,161.78,Rest,6,821.16,-230.25,2,-2453.28,-17.92,Low,6577.95,3226.37
3.73,1.01,17.94,6.3,-3.86,-780.15,95.02,UK,5,1757.4,-348.42,8,-1966.98,-19.78,Low,8534.85,2160.76
0.54,-2.35,7.5,1.73,0.9,-840.36,-9.46,UK,3,1090.32,-323.43,10,-1356.74,-29.3,Very high,27744.57,0
1.52,-2.01,2.14,0.55,-13.1,-541.56,121.02,USA,5,1982.31,-537.66,6,-2393.78,-14.42,Very low,24007.77,0
56.42,2.54,12.12,0.94,-15.54,-675.57,147.84,Rest,1,563.94,-439.29,12,-2171.38,-22.46,Very high,28265.13,781.94
0.03,0.54,7.42,8.23,-20.6,-989.07,87.6,Rest,5,1903.74,-251.67,4,-2328.06,-15.16,Medium,22023.12,2031.42
78.02,1.35,3.3,7.22,-16.64,-717.39,141.68,Rest,5,1806.36,-392.97,12,-1154.86,-21.38,High,15099.72,2720.59
2.44,-0.74,3.76,4.64,-0.68,-884.64,100.3,USA,5,-150.75,-231.12,14,-2072.36,-14.59,Low,39461.28,249.63
32.69,-0.8,5.12,3.73,-0.9,-842.34,70.68,Rest,4,3220.86,-262.74,4,-2349.5,-19.78,Low,36218.46,0
0.41,-5.06,6.88,2.12,-13.18,-735.09,112.3,UK,3,610.2,-527.94,12,-2417.16,-21.84,Very high,22256.58,0
0.54,-4.59,2.28,1.18,-4.24,-814.41,192.18,Rest,1,875.52,-363.6,12,-1191.68,-21.97,High,25684.62,789.66
0,1.66,1.66,18.98,-9.54,-794.52,148.86,UK,3,3711.99,-450.09,10,-1822.14,-25.97,Very high,309.36,2653.71
416.89,-9.28,20.2,6.71,-7.98,-950.4,157.3,Europe,3,1076.19,-275.31,8,-1928.04,-18.72,Low,48036.48,1222.75
0.43,0.62,5.64,0.42,-8.92,-822.87,110.72,Europe,4,1654.5,-340.44,12,-2248.82,-16.34,Low,30855.75,0
1.77,-1.17,8.58,1.26,-4.78,-840.3,171.72,UK,4,983.88,-204.21,2,-3249.58,-19.01,Very high,24395.58,1524.14
0.01,2.56,7.14,1.63,-14,-893.97,173.08,Europe,3,983.76,-256.68,8,-2779.92,-14.55,Very high,14580,312.71
9.95,-3.84,4.28,1.96,2.3,-770.55,134.92,UK,5,1051.59,-436.59,2,-2636.38,-19.43,Very low,4490.94,0
0.61,3.66,15.38,8.8,-23.82,-764.4,47.64,USA,5,1731.21,-393.33,8,-2197.02,-30.66,High,3775.65,1379.56
9.14,-2.28,3.74,0.55,-1.38,-890.88,101.62,USA,4,2162.55,-261.3,6,-1737.04,-19.73,High,21426.09,34.33
0.37,-4.62,5.8,6.6,-14.06,-888.12,183.72,Rest,2,1355.37,-493.89,14,-3029.58,-23.16,High,29499.12,204
19.52,-1.11,7.4,1.6,-6.96,-798.3,166.42,Rest,5,2546.73,-212.25,6,-3101.94,-20,Low,19164.06,0
2.08,0.16,7.66,5.79,-13.7,-858.93,120.22,Rest,7,706.5,-176.46,6,-3081.02,-26.22,High,10127.07,2532.95
1.55,-0.53,2.58,5.88,-15.54,-866.94,114.38,Europe,2,2427.27,-320.04,4,-2085.54,-20.11,Very high,28533.21,225.58
0.02,4.19,15.84,4.38,-4.66,-627.87,119.38,UK,4,2305.05,-330.93,4,-2546.66,-19.87,High,22041.93,1920.49
0.09,-2.26,12.24,1.56,-8.62,-811.29,153.84,UK,6,2023.95,-309.63,12,-1445.04,-21.1,Very low,32523.51,964.26
4.75,1,1.58,3.9,-12.3,-711.33,88.68,USA,3,1476.27,-430.53,8,-2261.72,-21.34,High,19059.24,0
0.33,0.1,2.14,2.39,-14.26,-909.12,85.58,UK,2,1499.52,-346.32,2,-1585.32,-15.11,High,24878.76,45.42
56.78,-1.56,3.66,1.65,-2.74,-635.34,170.96,UK,2,651.12,-299.19,2,-1392.08,-15.1,Low,39671.49,1602.1
2.08,1.71,3.26,1.19,-9.98,-865.92,138.94,USA,3,477.81,-292.02,8,-2384.08,-18.56,Very low,47562.6,0
7.33,4.69,1.58,1.49,-11.8,-958.2,118.52,USA,5,1184.4,-314.88,8,-2703.9,-19.36,High,28143.78,0
9.22,4.7,16.76,11.38,-4.86,-645.42,56.98,Europe,3,1747.47,-272.94,12,-2336.02,-21.3,Low,2061.33,394
13.05,0.39,3.86,3.06,-13.7,-686.52,162.02,Rest,4,1787.61,-432.48,6,-804.5,-22.65,Medium,-9703.77,2808.51
5.64,0.31,19.7,5.09,-8.88,-838.77,52.86,Europe,4,1190.94,-257.46,6,-2952.26,-21.17,Very high,18768.63,580.16
51.07,-1.77,1.36,1.98,-6.78,-1025.64,144.12,Europe,3,980.46,-228.84,8,-3359.98,-15.98,Very low,8227.71,0
0.16,4.15,8.6,11.96,-15.42,-816.81,106.96,UK,5,1477.2,-265.14,4,-1264.6,-22.48,High,31896.36,2927.46
1.85,-0.05,15.14,5.9,-3.78,-830.7,72.94,Europe,6,1362.18,-292.68,8,-2347.28,-19.4,Very high,25352.64,831.34
0.62,1.56,3.48,7.75,-13.6,-780.84,164.26,Europe,5,1941.81,-280.56,4,-2942.58,-15.15,Very low,38941.53,262.57
0.02,2.87,16.38,6.66,-3.26,-811.89,180.64,USA,3,1726.05,-333.99,8,-1090.96,-21.35,Very high,50168.07,2851.64
123.17,3.53,19.24,4.45,-7.2,-822.12,118.14,Rest,4,266.1,-332.31,10,-45.16,-20.36,Medium,24213.36,3787.65
1.37,2.33,3.66,5.51,-8.94,-918.93,132.06,UK,4,2159.37,-292.53,8,-2362.18,-20.78,Low,15272.46,0
1.47,3.87,6.06,3.17,-19.4,-852.93,2.76,UK,2,908.43,-473.52,6,-2077.32,-19.44,Low,24800.85,0
0.28,-0.68,3.16,2.32,-8.22,-855.81,95.58,UK,1,1389.18,-290.49,12,-2053.1,-19.54,Very low,25484.94,0
1.42,-0.46,7.5,8.64,-8.74,-852.72,243.54,Europe,5,2026.56,-269.01,6,-1782.48,-19.27,Very low,26243.52,1309.85
0,2.34,7,0.69,-5.08,-826.14,139.28,Rest,5,-788.97,-298.02,6,-1770.66,-25,High,16549.56,3376.78
0.53,6.82,5.24,7.16,-14.72,-1122.84,123.74,Rest,3,-1256.79,-475.5,6,-1870.18,-17.97,High,21109.8,3634.18
0.59,-1.16,1.64,4.45,-11.74,-913.68,188.36,Europe,0,2481.69,-309.3,4,-1387.74,-24.27,Very high,32814,475.9
0.03,0.5,5.72,2.45,-12.32,-817.47,79.02,Europe,5,3144.54,-293.4,8,-2457.64,-19.68,High,36343.86,0
0.06,2.69,16.42,4.88,-4.4,-710.82,97.68,UK,3,1937.13,-310.11,4,-2827.56,-23.6,Very high,39004.29,1754.37
0.79,-0.02,4,7.71,-7.68,-810.21,98.82,USA,5,2198.79,-345.87,8,-2091.88,-21.29,Low,23418.63,378.76
0.01,-7.98,10.58,3.48,-8.3,-833.13,130.58,Europe,6,2430.84,-384.24,18,-1358.68,-19.67,Very high,-10998.3,421.37
3.38,2.92,2.58,1.78,-12.74,-835.95,86.56,Rest,6,429.39,-445.89,12,-2170.76,-19.45,Very high,26401.95,221.25
0.49,4.72,11.12,1.56,-3.2,-659.19,154.16,Europe,3,1434.24,-395.13,14,-2772.38,-18.59,Medium,35179.05,0
74.73,2.52,1.76,5.09,-0.3,-489.15,214.92,Rest,5,1333.77,-375.45,8,-1571.16,-20.62,Very low,7476.21,2428.75
401.44,2.15,0.54,5.4,-1.74,-932.82,89.88,UK,4,1875.78,-280.47,6,-1840.88,-15.48,Very high,20635.68,362.25
1.59,2.84,12.52,2.01,-19.74,-824.46,92.94,Rest,2,340.11,-450.42,6,-3137.92,-22.69,High,51667.17,211.1
1.66,6.36,3.92,3.54,-17.64,-780.99,28.5,Rest,6,1904.22,-403.83,4,-1625.92,-18.37,Very low,-8685,0
2.32,3.23,3.2,1.4,3.18,-613.14,111.84,Rest,6,1659.27,-410.1,12,-2390.68,-19.82,Low,34640.73,0
0.26,-0.74,8.6,0.92,-6,-852.75,93.1,Rest,6,2850.87,-274.92,4,-2636.28,-23.26,Very high,33602.76,214.25
74.88,3.98,1.16,6.56,-6.3,-933,106.58,Rest,6,953.07,-412.74,6,-1312.2,-17.21,Medium,31511.46,2847.75
0.06,-4.02,5.16,1.81,-14.46,-829.47,79.34,Europe,4,1267.14,-212.97,6,-1498.6,-14.82,High,31223.82,252.58
175.71,-6.15,5.96,2.38,-17.52,-802.77,77.42,USA,5,1422.12,-332.67,10,-1576.6,-21.43,High,22861.14,374.55
0.25,-0.84,10.74,2.02,-9.32,-674.37,74.7,USA,2,1011.72,-435.75,12,-2469.12,-18.69,Low,16042.05,0
0.21,1.4,4.4,6.69,-9.86,-631.83,118.52,UK,3,-858.63,-333.48,14,-1949.8,-15.42,Very low,21688.74,489.87
0.15,-5.4,3,2.5,-9.42,-891,48.74,Rest,7,3012.3,-378.6,6,-1948.74,-24.59,Very low,5115.66,0
1.35,1.49,2.72,2.89,-11.32,-740.22,35.82,Europe,5,2174.97,-371.67,14,-2378.3,-16.71,Very high,26070.75,0
9.39,-0.16,7.78,1.18,-7.06,-745.23,109.74,Rest,3,1662.42,-459.3,2,-2194.16,-19.44,High,27093.06,612.76
0.23,-1.6,7.12,5.26,-5.62,-712.89,85.02,USA,5,965.4,-391.8,8,-2462.56,-20.68,Very low,28960.05,171.5
20.6,0.68,14.86,0.88,-5.62,-624.21,38.04,UK,7,1135.32,-468.54,8,-3030.46,-17.27,Very high,23747.61,73.93
384.24,2.54,8.44,5.31,-7.58,-612.99,179.72,USA,5,874.83,-449.34,0,-2694.14,-18.67,High,25328.85,2041.66
0.72,-5.38,6.74,3.32,-14.52,-685.62,97.74,USA,7,1002.69,-461.25,4,-2481.22,-20.57,High,25429.08,1091.55
0.24,2.23,7.84,3.6,-15.56,-749.58,250.1,Rest,2,2306.55,-157.62,8,-4161.84,-20,Very low,41498.22,0
0.84,3.09,3.68,6.11,-8.24,-860.79,131.44,Rest,4,733.77,-341.31,8,-1772.64,-10.64,Very high,36719.1,3012.88
0.19,-2.44,6,11.26,-7.22,-840.99,41.2,Rest,7,820.08,-390.75,6,-2311.38,-16.62,Very high,26680.92,3464.23
0.35,2.51,3.56,3.33,-11.18,-674.01,97.68,UK,5,2504.94,-294.66,6,-3013.36,-18.86,Very low,35996.73,0
9.15,0.09,2.18,5.3,-14.54,-865.59,140.04,Rest,4,1122.51,-183.69,6,-1416.76,-22.22,High,27617.94,2814.09
2.64,1.5,1.2,5.14,-12.84,-692.4,143.92,Europe,8,1600.14,-313.68,6,-2613.96,-19.12,Medium,26434.74,389.91
0.05,-1.08,2.18,1.18,-5.26,-929.97,66.66,UK,3,-117,-430.41,2,-2716.8,-16.39,Low,34805.67,0
42.21,6.32,3.72,2.13,1.28,-611.79,7.64,UK,4,1816.35,-195.96,8,-2196.64,-18.89,High,36651.66,0
21.76,-1.86,2.66,2.08,-17.8,-881.13,66.12,Europe,6,1807.56,-348.3,6,-2038.28,-10.88,Very high,1133.52,110.45
1.48,-1.57,2.74,3.13,-3.1,-865.68,68.02,Europe,3,1168.08,-265.74,12,-1722.88,-16.29,Very high,23414.82,0
0.01,0.89,12.34,4.51,-16.28,-738.48,210.08,Europe,5,2847.42,-424.17,10,-2373.16,-19.56,High,10942.26,718.86
0.23,-3.43,15.78,5.82,-9.4,-848.64,45.44,UK,2,1785.87,-436.95,18,-1751.18,-19.66,Medium,11248.26,0
0.16,-3.16,7.34,0.78,-1.68,-885.12,223.48,Europe,3,756.72,-207.54,6,-3264.94,-20.83,Very low,21206.13,99.59
7.29,1.48,10.68,4.86,-7.2,-822.84,50.38,Europe,3,2756.97,-274.56,6,-2031.78,-19.68,Very low,21580.83,0
0.56,-4.41,11.54,5.74,-18.36,-934.86,163.58,UK,3,346.41,-334.74,6,-2012.66,-19.77,Very high,30234.72,2817.77
22.05,1.73,8.4,3.81,-6.42,-618.18,148.26,UK,3,1981.29,-321.69,6,-2463.82,-20.98,High,14223.03,728.66
0.01,-0.87,15.18,6.04,-0.56,-854.22,143.72,UK,2,2418.12,-382.44,10,-1327,-24.05,High,25779.24,2361.22
14.32,2.98,15.9,3.98,-11.36,-806.91,145.94,Rest,5,2128.95,-335.07,12,-2626.52,-20.5,Medium,22965.33,1077.35
3.63,0.8,5.94,3.45,-11.4,-770.4,143.6,Europe,11,767.01,-396.27,10,-3436.98,-17.23,High,48015.24,501.68
1.46,2.48,5.4,1.78,-7.5,-838.02,116.66,Rest,3,2266.44,-344.61,6,-1375.1,-18.56,Medium,23507.22,273.7
1.32,-0.11,13.46,4.11,-13.16,-827.58,177.02,Rest,4,821.28,-416.79,18,-1616.02,-25.16,High,44476.14,2952.31
0,-2.06,9,4.55,-16.4,-514.02,29.8,USA,5,615.66,-358.71,8,-2024.94,-20.24,Low,16595.19,336.18
0.07,-3.96,7.16,6.41,-2.56,-977.01,58.7,Europe,6,775.59,-533.82,4,-2153.76,-17.22,Very high,19094.76,814.47
0.14,-0.14,11.08,2.45,-7.4,-801.93,134.64,USA,5,1176.33,-445.44,6,-2214.6,-17.71,Medium,23657.97,1107.65
0,-0.09,1.26,5.04,-0.22,-845.91,79.5,Europe,5,2513.73,-429,12,-2767.48,-24.03,Very high,24050.76,0
0.17,1.62,7.9,1.08,-21.18,-843.51,101.66,Rest,1,1919.4,-214.5,12,-1697.74,-12.81,Very high,24017.19,0
0.14,-2.78,15.18,0.91,-13.08,-784.26,233.56,Rest,4,1652.1,-401.34,12,-2187.66,-14.51,Very low,24143.49,1692.4
0.2,0.51,6.82,4.72,-14.04,-988.17,76.32,USA,6,3358.98,-193.89,8,-2523.32,-19.67,Low,18087.45,0
67.46,-1.8,3.86,5.29,-13.02,-708.96,109.98,USA,6,391.23,-338.88,12,-2849.42,-14.6,Low,27452.58,65.57
3.01,9.26,2.82,8.26,-1.14,-928.89,204.78,UK,3,986.4,-284.85,6,-2487.16,-27.13,High,26482.32,2392.69
6.09,-0.35,3.82,0.81,-11.12,-714.09,96.84,Rest,2,2023.65,-350.34,8,-2682.16,-13.09,Very low,24457.8,0
5.8,-6.06,3.46,6.69,-2.78,-810.21,149,Europe,5,1615.02,-121.32,4,-1329.24,-20.5,Very low,18715.8,714.08
0.12,-3.8,7.5,2.6,-16.32,-698.19,140.44,USA,3,803.85,-436.8,12,-1905.86,-19.36,Low,15706.56,289.89
3.2,0.75,3.2,2.34,-23.32,-678.66,110.84,Europe,5,-1351.89,-401.34,10,-2504.2,-26.57,Medium,-7228.23,266.29
0.1,-2.41,5,9.79,-1.48,-803.25,152.54,UK,3,798.12,-412.38,2,-2156.78,-24.2,Low,38470.65,2537.01
5.57,-0.32,4.22,0.91,-4.2,-816.57,69.26,Rest,5,2834.34,-212.52,8,-2089.6,-16.14,Low,22778.25,0
2.11,4.15,1.38,1.54,-11.06,-754.26,120.96,USA,5,1968.6,-331.8,16,-2726.2,-10.28,Very low,22837.8,0
3.81,4.94,9.76,3.48,-9.16,-997.95,107.16,Rest,5,1842.06,-318.51,8,-1246.24,-20.05,Medium,16041.66,2171.7
0,-0.9,7.44,5.63,-5.04,-955.71,149.1,USA,4,3150.06,-435.72,6,-2619.02,-2.41,Low,-10794.33,224.28
0,0.86,1.24,1.74,-7.46,-806.91,32.66,Rest,2,1376.25,-358.74,4,-2832.2,-24.29,Low,12012.09,0
0.05,-3.16,14.16,0.36,-8,-790.23,171.46,Europe,5,870.09,-314.4,12,-974.66,-19.33,Very high,12819.03,1267.34
0.47,0.51,6.82,1.77,-6.22,-683.64,181.98,USA,7,2800.26,-261.84,8,-1514.68,-23.65,Very high,5469.15,1489.92
0.04,3.77,11.72,8.98,-1.84,-961.68,146.54,UK,3,1394.61,-131.4,6,-3412.2,-18.97,Very high,17635.38,2156.31
3.74,-4.27,3.84,2.11,-2.86,-745.8,32.76,USA,3,1242.48,-258.63,4,-1556.76,-15.59,Low,38548.32,0
2.07,-3.73,1.6,2.66,-19.18,-892.71,139.56,Rest,3,2094.99,-266.37,12,-1860.96,-19.01,Medium,7268.22,0
0.71,2,10.2,2.91,-17.16,-858.9,234.04,Rest,5,1579.83,-329.97,4,-3769.2,-23.73,Very low,14120.13,903.02
0,-0.09,6.58,2.18,-10.68,-609.69,191.62,Rest,7,1734.15,-224.49,6,-2871.2,-20.23,Very low,20182.56,769.82
29.19,-5.93,6.64,2,-3.58,-1023.12,54.04,Rest,6,358.98,-320.43,4,-1344.76,-19.75,Very low,42653.73,1059.5
0.26,-1.57,15.24,2.84,-22.56,-796.56,155.5,Europe,4,898.68,-77.91,6,-2806.84,-30.63,Low,31608.12,512.48
0.35,4.03,6.74,11.01,-1.16,-593.34,82.5,USA,4,1864.53,-318.18,10,-2078.08,-14.15,Low,35609.52,692.75
0.08,4.53,4.88,12.5,-5.66,-910.68,176.32,Rest,6,-55.32,-220.02,8,-2643.06,-22.25,High,8898.06,3767.15
8.83,-6.16,14.94,4.35,-5.32,-803.64,106.48,UK,5,1292.97,-307.41,4,-3100.98,-19.27,High,30995.4,1758.12
1,-1,8.42,2.11,-10.76,-786.33,125.28,Rest,5,1777.68,-381.48,12,-1110.34,-18.72,Very high,48652.23,2280.12
1.4,-3.2,5.54,0.89,-4.14,-800.85,203.22,USA,6,900.42,-283.98,4,-1915.12,-18.4,Medium,9501.39,1603.33
1.18,2.4,6.58,2.53,-6.16,-778.71,285.54,Europe,4,153.45,-229.02,12,-1561.74,-22.23,Very low,28980.78,998.85
0.1,-0.42,15.72,2.96,-6.18,-845.19,218.84,USA,3,-329.37,-465,12,-2384.08,-19.76,High,12448.47,2018.38
0.15,2.72,12.96,6.29,-18.78,-875.37,175.52,Rest,5,452.7,-335.43,12,-2636.02,-15.23,Very low,24734.1,2534.16
0.02,0.14,7.06,2.27,-7.4,-1021.98,74.58,USA,5,1684.41,-365.79,8,-2359.88,-19.55,High,26250.33,85.51
0.46,2.61,34.76,7.04,-14.78,-755.97,178.96,Europe,2,-1471.77,-276.99,6,-2625.38,-26.76,Very high,16637.22,3293.38
121.14,0.44,3.24,2.12,-6.82,-763.32,223.16,USA,2,248.76,-411.87,2,-1821.34,-19.67,Medium,22965.66,1568.29
