F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
20.07,1.66,90,-4.14,2,20.76,5.84,80.86,1.17,10.81,-26.36,-23.32,1.71,-265.14,,True
11.85,2.68,189,-3.56,2,20.94,3.28,89.86,1.9,10.82,-24.08,-23.32,2.91,-265.14,-8.4,True
21.63,1.21,990,-1.4,20,32.86,-6.88,277.86,12.75,6.25,-18.78,-36.32,18.9,-469.14,-7.04,False
12.03,2.96,78,-4.9,2,21.26,-0.82,101.86,0.39,10.94,-23.6,-23.32,2.55,-226.14,-7.9,True
-0.45,-0.69,450,5.9,20,32.36,-9.8,102.86,10.75,5.96,-18.52,-36.32,24,-184.14,-8.81,True
29.19,2.76,54,-9.64,2,20.4,-0.24,92.86,1.5,10.12,-24.88,-23.32,1.92,-241.14,,False
21.78,1.14,9,-4.42,2,20.92,0.56,90.86,0.47,14.06,-28.46,-23.32,2.7,-178.14,,True
1.14,0.14,510,0.98,20,31.46,-8.38,242.86,6.15,7.43,-17.92,-36.32,20.7,-109.14,,False
-2.1,1.31,660,0.22,20,37.16,-10.52,267.86,12.6,5.2,-17.52,-36.32,19.35,-424.14,,True
-1.32,1.39,540,6.66,20,37.66,-11.62,122.86,9.75,4.68,-13.78,-26.32,21.15,-454.14,-7.21,True
15.42,1.81,15,-7.9,2,20.36,0.64,103.86,0.25,10.36,-26.72,-25.32,2.4,-205.14,-7.24,False
13.47,2,18,-5.16,2,20.14,-0.62,91.86,0.91,11.21,-26.36,-23.32,1.86,-202.14,,False
15.57,1.04,0,-4.64,2,20.92,2,90.86,0.75,10.71,-24.2,-22.32,1.26,-202.14,,False
6.57,-0.57,255,1.66,20,32.36,-7.88,197.86,14.75,8.67,-18.18,-36.32,15.3,-259.14,,False
4.74,0.71,420,1.5,20,31.66,-4.84,282.86,13.5,10.84,-20.64,-36.32,18.3,-79.14,-6.51,False
13.68,1.16,39,-3.76,2,20.66,1.02,104.86,1.1,13.15,-27.48,-23.32,1.53,-250.14,,False
7.8,3.82,915,0.66,20,30.36,-6.88,277.86,11.35,7,-19.02,-36.32,20.7,-439.14,-6.6,False
13.92,0.49,63,-4.78,2,21.58,-0.4,119.86,1.38,11.93,-24.52,-25.32,0.12,-187.14,-8.75,True
18.09,1.52,6,-4.14,2,21.06,3.34,99.86,0.11,11.29,-23.84,-25.32,0.03,-181.14,-6.52,False
-2.76,1.27,720,3.74,20,35.26,-10.38,117.86,14.3,6.35,-24.92,-26.32,22.95,-394.14,-9.81,True
-1.74,-0.67,15,-0.3,20,34.06,-10.54,232.86,6.1,5.5,-15.72,-31.32,23.85,-34.14,-8.45,True
18.48,1.16,78,-6.96,2,21.3,4.62,106.86,0.28,10.31,-26.82,-23.32,2.85,-154.14,-8.81,True
15.48,0.24,21,-3.76,2,20.5,3.52,118.86,1.63,11.31,-26.62,-25.32,2.73,-160.14,,True
13.11,0.53,24,-3.62,2,20.36,0.14,111.86,1.7,10.64,-25.36,-23.32,2.85,-166.14,,True
-0.12,-0.05,300,4.18,20,29.96,-7.7,112.86,7.8,5.84,-19.2,-46.32,22.35,-124.14,,False
8.43,0.48,480,-1.32,20,33.66,-6.24,302.86,10.15,6.9,-23.3,-36.32,21,-394.14,,False
11.67,0.51,27,-3.38,2,21.44,-0.74,92.86,1.53,9.84,-28.06,-25.32,2.91,-181.14,,True
-1.86,3.9,255,3,20,34.66,-10.34,132.86,5.65,8.22,-23.02,-36.32,19.2,-154.14,-8.86,True
9.21,1.99,420,-2.74,20,29.36,-5.18,257.86,6.8,11.82,-20.02,-36.32,16.8,-424.14,,False
-3.12,2.83,600,6.98,20,39.06,-11.06,232.86,7.1,5.43,-16.6,-26.32,21.9,-529.14,,False
3.42,3.95,1080,2.7,20,34.66,-9.5,302.86,7.7,6.56,-20.72,-36.32,20.85,-109.14,-7.32,False
15.33,0.82,9,-4.84,2,19.9,0.26,105.86,1.22,10.95,-34.3,-25.32,2.34,-205.14,-7.5,False
3.12,3.22,750,3.86,20,33.06,-10.14,222.86,12.75,6.91,-18.1,-36.32,23.55,-169.14,,True
12.96,1.34,171,-3.86,2,21.26,-0.18,120.86,1.86,11.11,-24.72,-25.32,0.36,-157.14,-7.56,False
20.16,0.93,15,-3.72,2,21.38,1.02,98.86,0.2,10.81,-26.92,-23.32,0.36,-199.14,-7.41,False
13.68,1.12,126,-5.02,2,20.74,0.2,117.86,1.66,10.73,-24.92,-23.32,1.92,-157.14,,False
-0.57,0.31,600,5.1,20,37.26,-4.52,292.86,13.6,8.45,-18.8,-26.32,18.3,-379.14,,True
19.74,1.83,63,-12.36,2,21.2,2.76,95.86,0.69,10.11,-28.78,-23.32,2.19,-244.14,-9.32,True
11.94,2.41,135,-3.16,2,21.38,-1.24,85.86,1.56,10.77,-24.22,-25.32,2.67,-211.14,,True
-0.42,4.68,1110,4.94,20,38.26,-11.34,292.86,6.45,5.44,-17.06,-36.32,24.75,-124.14,-6.95,True
18.33,1.53,126,-4.46,2,20.7,-0.84,76.86,1.89,11.79,-25.62,-25.32,1.59,-181.14,,True
14.34,1.63,45,-6.28,2,21.14,1.38,84.86,0.6,12.32,-23.92,-23.32,1.44,-160.14,-9.15,True
0.69,1.84,885,6.2,20,31.96,-10,172.86,7.8,6.88,-14.22,-36.32,28.8,-439.14,-7.32,False
14.22,0.66,9,-12.52,2,20.78,2.12,109.86,0.88,12.79,-26.66,-25.32,1.47,-178.14,,True
3.15,4.39,735,1.96,20,29.56,-4.4,122.86,5.4,9.17,-17.36,-36.32,16.65,-439.14,,False
20.76,1.28,78,-4.4,2,20.84,-0.9,108.86,0.64,12.77,-31.76,-23.32,2.07,-178.14,-7.41,False
28.65,1.22,66,-3.68,2,20.32,3.96,80.86,1.17,10.48,-25.74,-23.32,1.83,-157.14,,False
17.79,0.58,24,-4.8,2,20.88,1.94,95.86,1.14,10.13,-24.86,-25.32,0.9,-157.14,,True
13.77,1.51,21,-4.32,2,21.58,0.06,85.86,0.43,11,-26.38,-25.32,1.44,-193.14,,True
16.65,3.72,69,-4.22,2,21.12,0.08,91.86,1.83,10.19,-29.02,-23.32,1.2,-265.14,,False
13.89,0.87,150,-4.48,2,20.76,0.66,102.86,1.47,11.98,-27.1,-23.32,1.38,-172.14,,False
22.53,2.52,99,-4.02,2,21.46,1.92,107.86,0.99,10.83,-23.94,-21.32,2.73,-220.14,,True
-2.04,1.55,765,3.04,20,37.56,-11.1,277.86,6.5,5.34,-15.34,-36.32,25.65,-349.14,,True
19.8,1.31,24,-5.58,2,21.52,6.16,94.86,0.67,11,-24.1,-23.32,2.13,-187.14,-9.82,True
15.18,1.71,9,-5.82,2,20.1,3.62,88.86,1.26,12.51,-26.96,-23.32,0.06,-169.14,-6.94,False
21.06,3.87,9,-5.94,2,21.56,-0.42,95.86,0.1,10.57,-23.36,-23.32,1.59,-211.14,-8.39,True
14.34,2.75,21,-11.14,2,20.06,-0.38,81.86,2.09,12.21,-24.08,-23.32,1.62,-223.14,,False
6.3,0.38,750,5.68,20,38.06,-11.8,182.86,6.05,6.74,-14.08,-36.32,21.6,-4.14,-7.81,True
15.06,0.86,99,-11.04,2,20.8,0.42,86.86,0.8,11.12,-26.4,-25.32,1.02,-196.14,-6.78,False
9.87,3.36,525,1.34,20,36.66,-3.44,307.86,6.3,7.27,-15.48,-26.32,15.3,-499.14,,False
3.69,1.22,930,1.66,20,30.06,-5.86,267.86,10.2,8.31,-18.86,-36.32,21.15,-394.14,-6.8,False
16.74,0.62,174,-5.24,0,20.6,1.6,121.86,1.84,11.63,-25.56,-25.32,2.46,-178.14,-8.17,False
15.06,1.97,81,-5.62,2,21,5.44,110.86,0.73,12.89,-27.18,-23.32,1.53,-163.14,-7,False
4.05,1.47,900,0.28,20,31.16,-6.92,242.86,5.75,11.42,-17.04,-36.32,19.8,-424.14,-7.16,False
12.39,1.2,39,-4.48,2,20.98,-0.3,113.86,1.73,10.1,-24.62,-21.32,2.34,-244.14,-8.55,False
12.87,3.59,36,-3.22,2,21.18,-0.2,95.86,2.08,10.56,-24.12,-23.32,2.07,-211.14,,True
22.29,1.05,6,-4.44,2,21.02,1.84,119.86,0.21,13.51,-24.6,-23.32,0.54,-187.14,-8.12,False
13.35,1.26,132,-3.6,2,21.2,-0.48,107.86,0.32,10.81,-23.72,-25.32,1.68,-208.14,-8.49,True
7.38,1.82,165,2.68,20,32.66,-5.08,247.86,12.9,7.71,-21.72,-26.32,21.75,-259.14,-6.58,False
4.17,-0.59,330,1.56,20,33.26,-8.5,257.86,6.7,5.93,-16.12,-36.32,19.2,40.86,,False
17.88,2.16,45,-5,2,21.62,7.52,107.86,1.6,11.85,-25.52,-23.32,0.96,-196.14,,True
15.51,2.21,102,-5.94,2,21.54,-1.08,77.86,0.25,10.38,-24.96,-25.32,0.03,-196.14,,True
17.55,4.63,75,-3.84,2,20.42,1.42,84.86,1.54,10.98,-30.88,-21.32,2.01,-217.14,,False
21.03,1.43,60,-4.14,2,20.6,6.62,99.86,0.94,10.95,-28.06,-25.32,1.65,-202.14,,False
4.83,-0.49,105,-2.92,20,30.26,-0.88,247.86,11.95,6.76,-18.68,-36.32,21,-514.14,,False
19.59,1.51,69,-6.4,2,19.8,0.44,101.86,1.72,10.61,-24.22,-25.32,2.49,-172.14,,True
5.04,1.52,1110,1.76,20,31.46,-5.48,297.86,10.9,8.08,-19.7,-36.32,20.1,-79.14,-7,False
3,1.56,840,5.76,20,37.56,-10.84,97.86,6.45,6.35,-14.32,-36.32,20.1,-364.14,,True
14.13,1.1,15,-8.04,2,21.06,-0.46,98.86,1.66,13.09,-27.86,-25.32,0.96,-184.14,,True
4.83,1.61,660,0.5,20,32.46,-5.74,272.86,5.8,7.25,-19.28,-36.32,17.25,-304.14,-6.99,False
14.7,0.39,30,-4.82,2,20.56,-0.88,96.86,1.64,10.09,-35.64,-25.32,1.92,-187.14,,True
3.63,0.4,285,-4.88,20,32.26,-7.06,302.86,6.3,9.41,-17.92,-36.32,17.85,-409.14,,False
13.44,2.25,45,-15.36,2,20.68,-0.96,82.86,0.58,11.54,-24.42,-25.32,1.17,-163.14,-8.9,True
15.15,0.81,138,-4.54,2,20.5,0.12,104.86,2.03,11.14,-29.2,-24.32,1.41,-214.14,,False
3.81,1.58,390,-0.56,20,29.06,-6.68,92.86,5.1,6.62,-16.9,-36.32,18.3,-289.14,-7,False
15.06,2.04,45,-5.32,2,20.82,3.9,86.86,1.95,10.54,-26.12,-25.32,0.18,-169.14,-8.7,True
24.9,1.46,165,-5.6,2,21.52,-0.7,110.86,0.22,10.88,-29.28,-23.32,1.98,-166.14,-7.69,True
12.48,2.76,45,-3.56,2,21,1.04,119.86,1.55,10.18,-24.78,-21.32,2.16,-241.14,-7.53,False
13.41,1.32,39,-3.4,2,20.84,-0.9,102.86,0.36,10.62,-24.24,-23.32,2.79,-274.14,,True
12.78,2.12,204,-4.26,2,20.82,-0.88,109.86,1.88,10.15,-23.7,-23.32,2.07,-193.14,-7.88,False
1.62,0.72,795,6,20,38.06,-9.32,307.86,6.65,6.29,-14.74,-36.32,16.65,-49.14,,True
0.45,1.13,900,2.4,20,30.66,-8.22,262.86,6.8,6.58,-15.16,-36.32,30.15,-304.14,,False
2.25,-0.03,300,3.44,20,31.76,-10.64,92.86,12.5,5.34,-16.26,-26.32,23.4,-424.14,,True
14.22,1.27,18,-5.04,2,20.74,0.14,122.86,1.3,10.77,-33.56,-23.32,1.23,-229.14,,False
15.33,2.9,222,-5.24,2,21.24,-1.32,80.86,1.25,9.87,-23.6,-21.32,2.82,-217.14,-7.77,True
-3.57,1.36,825,5.54,20,35.96,-8.82,222.86,9.45,6.58,-17.7,-36.32,27.6,-319.14,-8.6,True
16.2,0.89,78,-6.28,2,21.18,2.14,96.86,1.41,10.91,-23.58,-23.32,1.74,-265.14,,True
-1.53,2.36,945,5.66,20,37.76,-10.6,237.86,6.55,4.85,-13.32,-31.32,20.25,-199.14,,False
-0.03,-0.64,645,4.64,20,35.66,-6.94,217.86,11.75,7.4,-15.26,-36.32,16.5,-139.14,,True
12.78,1.24,69,-3.98,2,20.98,-0.12,87.86,1.68,10.38,-23.56,-21.32,1.83,-229.14,,True
14.79,2.59,27,-4.04,2,21.3,0.54,109.86,1.13,11.29,-26.06,-21.32,0.78,-232.14,-6.5,False
0.48,0.07,870,3.26,20,37.86,-10.12,287.86,15.7,6.6,-16.3,-36.32,15.15,-394.14,-8.89,True
0.72,2.41,795,7.44,20,36.66,-9.3,157.86,6.35,7.11,-14.56,-26.32,30.15,-409.14,,True
11.88,1.87,165,-5.8,2,21.32,-0.56,84.86,1.47,12.01,-24.06,-23.32,1.62,-184.14,,True
10.77,2.02,1035,6.04,20,34.46,-6.56,287.86,8.3,7.23,-15.7,-26.32,26.55,-379.14,-7.46,False
15.66,0.87,3,-7.62,2,21.64,-0.3,119.86,0.84,13.64,-25.12,-23.32,1.05,-226.14,-7.96,False
-0.15,3.25,1065,-0.38,20,30.66,-8.04,202.86,6.6,5.62,-16.8,-26.32,26.55,-214.14,-8.18,False
0.63,2.01,1020,4.3,20,37.16,-11.74,107.86,8.4,4.87,-12.34,-26.32,29.4,-409.14,-9.62,True
15.42,0.74,63,-4,2,20.14,-0.1,91.86,0.85,13.89,-26.26,-25.32,1.89,-157.14,,False
1.35,0.11,195,-1.38,20,32.26,-6.46,277.86,6.5,8.34,-15.6,-36.32,23.1,-184.14,-7.31,False
13.77,2.32,51,-4.22,2,20.04,8.1,97.86,1.58,14.7,-24.22,-23.32,2.73,-196.14,,False
12.57,1.16,48,-4.26,2,20.92,1.14,101.86,1.82,10.45,-24.1,-23.32,1.74,-205.14,,True
14.04,1.85,30,-9.46,2,20.72,-0.66,111.86,1.92,10.24,-24.5,-25.32,1.65,-208.14,,True
7.62,1.46,1080,3.1,20,34.96,-3.8,307.86,6.25,6.34,-20.02,-36.32,16.35,-274.14,,False
1.29,0.02,570,6.18,20,32.96,-8.68,202.86,5.25,5.33,-16.32,-36.32,26.7,-79.14,,True
12.57,1.55,15,-4.86,2,21.3,2.56,86.86,0.04,10.07,-24.14,-23.32,1.05,-181.14,-7.22,True
-1.77,2.93,1020,1.62,20,32.66,-10.32,152.86,11.7,5.69,-14.62,-36.32,23.55,-34.14,,True
2.25,0.49,255,1.34,20,32.16,-8.84,297.86,5.4,6.19,-16.6,-46.32,24.6,-49.14,-7.2,False
20.19,0.63,0,-6.7,2,19.82,1.5,86.86,0.34,10.23,-26.6,-24.32,2.28,-157.14,,False
17.49,0.71,54,-3.64,2,20.56,0.04,95.86,1.97,10.09,-24.6,-23.32,1.74,-232.14,,False
18.48,1.59,132,-3.98,2,21.56,-0.88,100.86,0.84,13.61,-24.8,-25.32,1.53,-205.14,-9.33,True
3.42,-0.32,945,2.58,20,32.06,-7.44,282.86,14.75,6.73,-16.24,-41.32,21.45,-199.14,,False
13.62,0.6,15,-4.16,2,20.82,4.28,106.86,1.09,13.53,-23.6,-25.32,2.61,-187.14,,True
17.58,0.9,9,-5.68,2,21.12,2.24,87.86,1.28,10.32,-24.24,-23.32,0.03,-256.14,,False
14.58,2.78,75,-3.78,2,20.9,-0.84,117.86,1.8,10.97,-24.68,-23.32,1.8,-160.14,,True
11.88,5.05,126,-4.04,2,21.48,-0.96,101.86,0.29,10.39,-24.5,-25.32,2.28,-169.14,,True
5.16,2.19,390,-0.7,20,30.06,-7.62,142.86,5.35,8.28,-18.52,-26.32,18,-469.14,-6.68,False
16.23,2.97,201,-3.22,2,21.26,-0.64,86.86,1.77,9.92,-23.4,-23.32,2.1,-175.14,-8.48,True
3.18,2.24,525,1.4,20,29.96,-7.34,132.86,9.1,8.4,-18.52,-36.32,15.75,-469.14,-6.36,False
13.05,4.5,48,-6.22,2,21.06,0.26,107.86,1.79,11.91,-24.94,-25.32,2.19,-175.14,,True
11.7,0.92,78,-3.78,2,21.6,-0.26,79.86,1.26,10.18,-23.48,-23.32,1.68,-223.14,,True
15.87,0.74,18,-5.58,2,20.52,-0.64,104.86,1.77,10.86,-27.2,-25.32,1.68,-163.14,,True
17.19,2.61,39,-3.56,2,21.4,0.92,116.86,0.18,10.04,-24.74,-23.32,1.29,-229.14,,False
12.69,2.14,30,-3.36,2,21.3,2.4,74.86,0.37,9.95,-25.02,-23.32,1.35,-268.14,,True
6.63,-0.75,855,4.86,20,33.66,-9.5,182.86,14,7.78,-22.52,-46.32,16.8,70.86,-6.22,False
1.71,0.47,225,4.38,20,31.56,-5.6,302.86,8.35,6.04,-17.06,-36.32,25.65,-424.14,-6.29,False
